instance_name,year,category,family,n_vars,n_clauses,file_size_kb
role_domino_0.8_6.wcnf,2021,wms,rbac,73656,1446884,30777
role_domino_0.95_12.wcnf,2021,wms,rbac,73656,1446884,30777
role_domino_0.9_0.wcnf,2022,wms,rbac,,,23829
role_domino_0.9_16.wcnf,2020,wms,rbac,73656,1446884,32167
role_domino_0.9_18.wcnf,2021,wms,rbac,73656,1446884,32167
role_domino_0.9_6.wcnf,2020,wms,rbac,73656,1446884,32167
role_domino_0.9_7.wcnf,2020,wms,rbac,73656,1446884,32167
role_domino_multiple_0.2_0.wcnf,2021,wms,rbac,111398,2191976,49370
role_domino_multiple_0.4_5.wcnf,2020,wms,rbac,109354,2151764,46370
role_domino_multiple_0.4_9.wcnf,2020,wms,rbac,112420,2212084,49836
role_domino_multiple_0.5_7.wcnf,2021,wms,rbac,112310,2211869,49830
role_domino_multiple_1.0_1.wcnf,2021,wms,rbac,107310,2078991,45106
role_smallcomp_0.85_4.wcnf,2022,wms,role,,,41
role_smallcomp_0.95_2.wcnf,2020,wms,role,686,2994,56
role_university_0.05_8.wcnf,2020,wms,role,323712,2643405,61918
role_university_0.15_8.wcnf,2022,wms,role,,,49244
role_university_0.25_3.wcnf,2022,wms,role,,,49244
role_university_0.25_8.wcnf,2022,wms,role,,,49244
role_university_0.4_8.wcnf,2020,wms,role,323712,2643405,61918
role_university_0.55_1.wcnf,2020,wms,role,323712,2643405,64452
role_university_0.55_6.wcnf,2020,wms,role,323712,2643405,64452
role_university_0.5_3.wcnf,2022,wms,role,,,49244
role_university_0.6_3.wcnf,2021,wms,role,323568,2643115,61909
role_university_0.75_7.wcnf,2022,wms,role,,,49206
role_university_0.9_1.wcnf,2020,wms,role,323712,2643405,64423
role_university_1.0_0.wcnf,2020,wms,role,323712,2604426,61489
role_university_1.0_2.wcnf,2022,wms,role,,,48815
role_university_multiple_0.1_2.wcnf,2020,wms,role,332630,2713270,63645
role_university_multiple_0.2_0.wcnf,2021,wms,role,305592,2493317,58391
role_university_multiple_0.2_8.wcnf,2021,wms,role,332630,2713230,66251
role_university_multiple_0.8_6.wcnf,2020,wms,role,350610,2859519,69851
role_university_violations_0.45_2.wcnf,2020,wms,role,323568,2643115,61909
role_university_violations_0.65_5.wcnf,2020,wms,role,323568,2643115,61871
rsdecoder-problem.dimacs_38.filtered.wcnf,2020,ms,circuit-debug,1198007,3865513,88637
rsdecoder-problem.dimacs_41.filtered.wcnf,2022,ms,circuit-debug,,,87712
rsdecoder1_blackbox_KESblock-problem.dimacs_30.filtered.wcnf,2022,ms,circuit-debug,,,24210
rsdecoder4.dimacs.filtered.wcnf,2020,ms,circuit-debug,237783,933978,21201
rsdecoder6.dimacs.filtered.wcnf,2020,ms,circuit-debug,238290,936006,21252
s38584_nan_explicit_2_0.wcnf,2020,ms,s38584,155804,1164810,28428
s38584_nan_explicit_7_0.wcnf,2020,ms,s38584,150217,1002251,24172
s38584_nan_explicit_8_0.wcnf,2020,ms,s38584,150835,1067725,25881
s38584_nan_explicit_9_0.wcnf,2020,ms,s38584,147615,960209,22926
san200_0.7_1.clq.wcnf,2020,wms,san200,40,1116,12
sanr200_0.7.clq.wcnf,2020,wms,sanr200,40,1092,12
sanr400_0.7.clq.wcnf,2020,ms,sanr400,400,24331,319
sbox_8.wcnf,2022,ms,crypto,,,357761
sc-rel9.wcnf,2022,wms,other,,,484380
scheduling-cnf_10.wcnf,2023,ms,scheduling,,,20644
scheduling-cnf_10_center.wcnf,2024,ms,scheduling,,,13490
scheduling-cnf_12.wcnf,2023,ms,scheduling,,,22972
scheduling-cnf_12_center.wcnf,2024,ms,scheduling,,,14809
scheduling-cnf_small.wcnf,2023,ms,scheduling,,,767
scpclr11_maxsat.wcnf,2021,ms,scpclr11,330,1353,157
scpclr12_maxsat.wcnf,2021,ms,scpclr12,495,2542,478
scpclr13_maxsat.wcnf,2021,ms,scpclr13,715,4810,1396
scpcyc06_maxsat.wcnf,2021,ms,scpcyc06,192,432,6
scpcyc07_maxsat.wcnf,2021,ms,scpcyc07,448,1120,16
scpcyc08_maxsat.wcnf,2021,ms,scpcyc08,1024,2816,43
scpcyc09_maxsat.wcnf,2021,ms,scpcyc09,2304,6912,121
scpcyc10_maxsat.wcnf,2021,ms,scpcyc10,5120,16640,309
scpcyc11_maxsat.wcnf,2021,ms,scpcyc11,11264,39424,772
scpnrf4_weighted.wcnf,2021,wms,scpnrf4,5000,5500,2386
scpnrg1_weighted.wcnf,2020,wms,scpnrg1,10000,11000,1066
scpnrg2_weighted.wcnf,2020,wms,scpnrg2,10000,11000,1066
scpnrg3_weighted.wcnf,2020,wms,scpnrg3,10000,11000,1067
scpnrg4_weighted.wcnf,2020,wms,scpnrg4,10000,11000,1066
scpnrg5_weighted.wcnf,2020,wms,scpnrg5,10000,11000,1066
scpnrh1_weighted.wcnf,2020,wms,scpnrh1,10000,11000,2497
scpnrh2_weighted.wcnf,2020,wms,scpnrh2,10000,11000,2498
scpnrh3_weighted.wcnf,2020,wms,scpnrh3,10000,11000,2497
scpnrh4_weighted.wcnf,2020,wms,scpnrh4,10000,11000,2498
scpnrh5_weighted.wcnf,2020,wms,scpnrh5,10000,11000,2497
setcover-sts-data.135.wcnf,2023,ms,setcover,,,41
setcover-sts-data.243.wcnf,2023,ms,setcover,,,143
setcover-sts-data.405.wcnf,2023,ms,setcover,,,408
setcover-sts-data.729.wcnf,2023,ms,setcover,,,1350
setcover_wt-rail2536.wcnf,2024,wms,setcover,,,87516
setcover_wt-rail4284.wcnf,2024,wms,setcover,,,89704
setcover_wt-rail4872.wcnf,2024,wms,setcover,,,73450
setcover_wt-rail507.wcnf,2024,wms,setcover,,,2997
setcover_wt-rail516.wcnf,2024,wms,setcover,,,2270
setcover_wt-rail582.wcnf,2024,wms,setcover,,,2872
shiftdesign_wt-limits-10-10_data-1_inst-084_30m.sm-extracted.wcnf,2023,wms,scheduling,,,402776
shiftdesign_wt-limits-10-10_data-1_inst-137_30m.sm-extracted.wcnf,2023,wms,scheduling,,,185451
shiftdesign_wt-limits-10-10_data-1_inst-182_30m.sm-extracted.wcnf,2023,wms,scheduling,,,353905
shiftdesign_wt-limits-10-10_data-2_inst-003_30m.sm-extracted.wcnf,2023,wms,scheduling,,,358887
shiftdesign_wt-limits-10-10_data-2_inst-025_30m.sm-extracted.wcnf,2023,wms,scheduling,,,487499
shiftdesign_wt-limits-10-10_data-2_inst-030_30m.sm-extracted.wcnf,2023,wms,scheduling,,,800175
shiftdesign_wt-limits-10-10_data-3_inst-002_30m.sm-extracted.wcnf,2023,wms,scheduling,,,292763
shiftdesign_wt-limits-10-10_data-3_inst-003_30m.sm-extracted.wcnf,2023,wms,scheduling,,,236025
shiftdesign_wt-limits-10-10_data-4_inst-003_60m.sm-extracted.wcnf,2023,wms,scheduling,,,279146
shuttleM.wcnf,2020,ms,shuttlem,76107,22324591,712558
simNo_1-s_15-m_100-n_500-fp_0.01-fn_0.20.wcnf,2021,wms,simno,107310,7562397,285900
simNo_1-s_15-m_300-n_300-fp_0.01-fn_0.20.wcnf,2020,wms,simno,298366,40643058,1585878
simNo_1-s_5-m_100-n_500-fp_0.0001-fn_0.05.wcnf,2022,wms,simno,,,168140
simNo_10-s_5-m_100-n_100-fp_0.01-fn_0.20.wcnf,2021,wms,simno,32288,1514311,53206
simNo_10-s_5-m_100-n_500-fp_0.01-fn_0.05.wcnf,2021,wms,simno,93753,7535200,285020
simNo_2-s_5-m_100-n_500-fp_0.01-fn_0.05.wcnf,2022,wms,simno,,,168303
simNo_2-s_5-m_300-n_300-fp_0.01-fn_0.20.wcnf,2021,wms,simno,286557,40619440,1585095
simNo_4-s_5-m_100-n_500-fp_0.0001-fn_0.05.wcnf,2021,wms,simno,102238,7552162,285563
simNo_4-s_5-m_100-n_500-fp_0.01-fn_0.05.wcnf,2021,wms,simno,101894,7551595,285542
simNo_6-s_5-m_100-n_500-fp_0.0001-fn_0.20.wcnf,2020,wms,simno,103516,7554733,285648
simNo_7-s_5-m_100-n_100-fp_0.0001-fn_0.20.wcnf,2022,wms,simno,,,31130
simNo_8-s_5-m_100-n_500-fp_0.0001-fn_0.20.wcnf,2020,wms,simno,105794,7559329,285799
simNo_9-s_15-m_300-n_300-fp_0.0001-fn_0.20.wcnf,2020,wms,simno,294471,40635068,1585616
simNo_9-s_5-m_300-n_300-fp_0.0001-fn_0.20.wcnf,2022,wms,simno,,,952109
soc-livejournal-user-groups.wcnf,2022,wms,soc,,,1633942
socfb-uci-uni.wcnf,2022,wms,socfb,,,3188606
soy.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,2022,ms,soy,,,106902
soybean.wcnf,2020,ms,soybean,63643,478012,28344
spectre_min.wcnf,2022,ms,spectre,,,946100
spl.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,2022,ms,spl,,,392474
spot5_wt-1401.wcsp.log.wcnf,2023,wms,spot5,,,297
spot5_wt-1403.wcsp.dir.wcnf,2023,wms,spot5,,,289
spot5_wt-1403.wcsp.log.wcnf,2023,wms,spot5,,,386
spot5_wt-1405.wcsp.dir.wcnf,2024,wms,spot5,,,457
spot5_wt-1405.wcsp.log.wcnf,2024,wms,spot5,,,636
spot5_wt-1407.wcsp.log.wcnf,2024,wms,spot5,,,815
spot5_wt-1506.wcsp.log.wcnf,2023,wms,spot5,,,542
spot5_wt-5.wcsp.log.wcnf,2023,wms,spot5,,,296
staff-scheduling_wt-instance10.wcnf,2023,wms,scheduling,,,36289
staff-scheduling_wt-instance11.wcnf,2023,wms,scheduling,,,19404
staff-scheduling_wt-instance12.wcnf,2023,wms,scheduling,,,47926
staff-scheduling_wt-instance2.wcnf,2023,wms,scheduling,,,280
staff-scheduling_wt-instance3.wcnf,2023,wms,scheduling,,,830
staff-scheduling_wt-instance4.wcnf,2023,wms,scheduling,,,426
staff-scheduling_wt-instance5.wcnf,2023,wms,scheduling,,,1101
staff-scheduling_wt-instance6.wcnf,2023,wms,scheduling,,,1500
staff-scheduling_wt-instance7.wcnf,2023,wms,scheduling,,,2019
staff-scheduling_wt-instance8.wcnf,2023,wms,scheduling,,,5681
staff-scheduling_wt-instance9.wcnf,2023,wms,scheduling,,,23171
str.p_hat1000-1.clq.wcnf,2022,ms,max-cut,,,4351
str.p_hat700-3.clq.wcnf,2022,ms,max-cut,,,710
sug.atcoss_sugar_04.wcnf,2022,ms,atcoss,,,21086
sug.atcoss_sugar_05.wcnf,2022,ms,atcoss,,,20999
sug.atcoss_sugar_10.wcnf,2022,ms,atcoss,,,10765
sug.atcoss_sugar_15.wcnf,2022,ms,atcoss,,,19903
sug.atcoss_sugar_18.wcnf,2022,ms,atcoss,,,21213
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100.wcnf,2024,wms,switching-activity,,,39051
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150.wcnf,2024,wms,switching-activity,,,39059
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200.wcnf,2024,wms,switching-activity,,,39068
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66.wcnf,2024,wms,switching-activity,,,39045
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68.wcnf,2024,wms,switching-activity,,,39045
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70.wcnf,2024,wms,switching-activity,,,39045
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72.wcnf,2023,wms,switching-activity,,,39046
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_74.wcnf,2024,wms,switching-activity,,,39046
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_76.wcnf,2024,wms,switching-activity,,,39047
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80.wcnf,2024,wms,switching-activity,,,39047
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90.wcnf,2023,wms,switching-activity,,,39049
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_10_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,1366
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_11_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,1562
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_6_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,702
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_8_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,1006
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_9_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,1180
synplicate_new-synplicate_complete_tree_arity3_feature_3_size_10_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,3012
synplicate_new-synplicate_complete_tree_arity3_feature_3_size_11_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,3415
synplicate_new-synplicate_complete_tree_arity3_feature_3_size_5_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,1290
synplicate_new-synplicate_complete_tree_arity3_feature_3_size_8_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,2267
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_10_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,19959
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_12_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,24839
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_5_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,8733
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_6_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,10898
synplicate_new-synplicate_complete_tree_arity5_feature_3_size_7_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,37010
synplicate_new-synplicate_synthetic_dag_run1_14_size_5_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,10371
synplicate_new-synplicate_synthetic_dag_run1_14_size_6_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,15461
synplicate_new-synplicate_synthetic_dag_run1_16_size_4_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,2779
synplicate_new-synplicate_synthetic_dag_run1_17_size_5_ms_0_25_0_erm.wcnf,2024,wms,synplicate,,,4406
synplicate_new-synplicate_synthetic_dag_run2_0_size_10_ms_26_50_0_erm.wcnf,2024,wms,synplicate,,,47283
synplicate_new-synplicate_synthetic_dag_run2_10_size_11_ms_26_50_0_erm.wcnf,2024,wms,synplicate,,,36778
synplicate_new-synplicate_synthetic_dag_run2_11_size_10_ms_26_50_0_erm.wcnf,2024,wms,synplicate,,,40817
synplicate_new-synplicate_synthetic_dag_run2_12_size_8_ms_26_50_0_erm.wcnf,2024,wms,synplicate,,,33760
synplicate_new-synplicate_synthetic_dag_run2_13_size_11_ms_26_50_0_erm.wcnf,2024,wms,synplicate,,,58152
synplicate_new-synplicate_synthetic_dag_run2_16_size_9_ms_26_50_0_erm.wcnf,2024,wms,synplicate,,,27154
synplicate_new-synplicate_synthetic_dag_run2_17_size_10_ms_26_50_0_erm.wcnf,2024,wms,synplicate,,,74162
sysadmin_4_4.wcnf,2022,ms,misc-combinatorial,,,100504
sysadmin_5_3.wcnf,2022,ms,misc-combinatorial,,,152506
sysadmin_5_4.wcnf,2022,ms,misc-combinatorial,,,205934
tcp_students_105_it_2.wcnf,2020,wms,tcp,196687,201185,3134
tcp_students_105_it_6.wcnf,2020,wms,tcp,196694,201209,3134
tcp_students_112_it_13.wcnf,2020,wms,tcp,238208,243015,3797
tcp_students_112_it_5.wcnf,2022,wms,tcp,,,2845
tcp_students_112_it_9.wcnf,2020,wms,tcp,238198,242979,3796
tcp_students_98_it_11.wcnf,2020,wms,tcp,160231,164600,2554
tcp_students_98_it_14.wcnf,2020,wms,tcp,160256,164714,2557
tcp_students_98_it_15.wcnf,2020,wms,tcp,160174,164293,2547
tcp_students_98_it_2.wcnf,2020,wms,tcp,160150,164185,2544
tcp_wt-tcp_students_112_it_13.wcnf,2024,wms,tcp,,,2849
tcp_wt-tcp_students_112_it_2.wcnf,2023,wms,tcp,,,2848
tcp_wt-tcp_students_112_it_5.wcnf,2024,wms,tcp,,,2845
tcp_wt-tcp_students_91_it_13.wcnf,2024,wms,tcp,,,1521
tcp_wt-tcp_students_98_it_11.wcnf,2024,wms,tcp,,,1913
test1.wcnf,2020,wms,test1,21022,184475,4785
test3.wcnf,2020,wms,test3,65415,274319,6903
test4.wcnf,2022,wms,test4,,,6620
tic.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_6.wcnf,2022,wms,tic,,,2825
tic.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,2022,ms,tic,,,2825
tictactoe_train_0_DNF_3_5.wcnf,2020,wms,tictactoe,2631,17600,305
tictactoe_train_6_CNF_4_1.wcnf,2020,ms,tictactoe,2167,14290,267
timetabling_wt-comp02.wcnf,2024,wms,transport,,,13589
timetabling_wt-comp06.wcnf,2024,wms,transport,,,23169
timetabling_wt-comp07.lp.sm-extracted.wcnf,2024,wms,transport,,,379532
timetabling_wt-comp07.wcnf,2024,wms,transport,,,45602
timetabling_wt-comp09.wcnf,2024,wms,transport,,,14372
timetabling_wt-comp10.wcnf,2024,wms,transport,,,30297
timetabling_wt-comp12.wcnf,2023,wms,transport,,,10595
timetabling_wt-comp21.wcnf,2024,wms,transport,,,22746
timetabling_wt-dds4.wcnf,2023,wms,transport,,,359077
timetabling_wt-test4.wcnf,2024,wms,transport,,,6620
titanic_train_4_DNF_4_20.wcnf,2020,wms,titanic,3082,15444,300
toms_test_1_CNF_3_10.wcnf,2020,wms,toms,11282,560552,11942
toms_test_1_DNF_2_1.wcnf,2020,ms,toms,6455,183705,4787
toms_test_3_DNF_4_20.wcnf,2021,wms,toms,10091,363683,10245
toms_train_1_CNF_2_1.wcnf,2020,ms,toms,61566,3361763,73153
toms_train_4_DNF_5_1.wcnf,2020,ms,toms,70746,4044208,119369
toms_train_6_DNF_4_5.wcnf,2020,wms,toms,61674,3242458,98085
toms_train_9_CNF_5_5.wcnf,2021,wms,toms,115882,8341066,196486
tpr-b18-s_PathRelaxation_Set_FS_8.wcnf,2023,ms,tpr,,,18894
treewidth-computation-TWComp_1c75_N69.wcnf,2023,ms,treewidth,,,16453
treewidth-computation-TWComp_1dj7_N73.wcnf,2023,ms,treewidth,,,19551
treewidth-computation-TWComp_1en2_N69.wcnf,2024,ms,treewidth,,,16450
treewidth-computation-TWComp_eil51.tsp_N51.wcnf,2023,ms,treewidth,,,6546
treewidth-computation-TWComp_mulsol.i.5-pp_N119.wcnf,2024,ms,treewidth,,,88792
treewidth-computation-TWComp_queen5_5_N25.wcnf,2024,ms,treewidth,,,703
treewidth-computation-TWComp_queen7_7_N49.wcnf,2023,ms,treewidth,,,5774
twitter_test_1_CNF_2_1.wcnf,2020,ms,twitter,14947,547711,11301
twitter_test_4_CNF_3_10.wcnf,2020,wms,twitter,19916,817102,18043
twitter_test_5_CNF_1_20.wcnf,2020,wms,twitter,9972,278008,5883
twitter_train_1_CNF_4_20.wcnf,2021,wms,twitter,175642,9731784,232469
uaq-min-nr-nr50-np400-rpp5-nc0-rs0-t0-plb100-n9.wcnf,2021,ms,misc-combinatorial,450,2800,40
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr10-plb100.wcnf,2020,ms,misc-combinatorial,2046,4962,80
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr11-plb100.wcnf,2020,ms,misc-combinatorial,2046,5158,83
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr12-plb100.wcnf,2020,ms,misc-combinatorial,2046,5356,86
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr13-plb100.wcnf,2021,ms,misc-combinatorial,2046,5554,90
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr14-plb100.wcnf,2022,ms,misc-combinatorial,,,83
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf,2020,ms,misc-combinatorial,2046,4276,68
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr8-plb100.wcnf,2020,ms,misc-combinatorial,2046,4598,73
uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr9-plb100.wcnf,2020,ms,misc-combinatorial,2046,4779,76
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr10-plb100.wcnf,2022,ms,misc-combinatorial,,,71
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf,2020,ms,misc-combinatorial,2046,5192,84
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr12-plb100.wcnf,2020,ms,misc-combinatorial,2046,5367,87
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr13-plb100.wcnf,2020,ms,misc-combinatorial,2046,5564,90
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr14-plb100.wcnf,2020,ms,misc-combinatorial,2046,5759,94
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr5-plb100.wcnf,2020,ms,misc-combinatorial,2046,4500,71
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr6-plb100.wcnf,2020,ms,misc-combinatorial,2046,4561,73
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr7-plb100.wcnf,2022,ms,misc-combinatorial,,,65
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr8-plb100.wcnf,2020,ms,misc-combinatorial,2046,4748,76
uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf,2020,ms,misc-combinatorial,2046,4882,78
unw.MultiDay_2.wcnf,2022,ms,misc-planning,,,41062
unw.MultiDay_3.wcnf,2022,ms,misc-planning,,,69937
unw.MultiDay_4.wcnf,2022,ms,misc-planning,,,104681
unw.SingleDay_15.wcnf,2022,ms,misc-planning,,,16552
unw.SingleDay_3.wcnf,2022,ms,misc-planning,,,1593
unw.SingleDay_37.wcnf,2022,ms,misc-planning,,,191330
unw.Subnetwork_7.wcnf,2022,ms,misc-planning,,,1540
unw.Subnetwork_9.wcnf,2022,ms,misc-planning,,,2369
vio.role_domino_violations_0.15_9.wcnf,2022,wms,vio,,,23843
vio.role_domino_violations_0.25_14.wcnf,2022,wms,vio,,,23844
vio.role_domino_violations_0.25_3.wcnf,2022,wms,vio,,,23844
vio.role_domino_violations_0.75_2.wcnf,2022,wms,vio,,,23844
vio.role_domino_violations_0.7_16.wcnf,2022,wms,vio,,,23844
vio.role_domino_violations_0.7_3.wcnf,2022,wms,vio,,,23844
vio.role_firewall_violations_1_0.95_0.wcnf,2022,wms,vio,,,3908717
vio.role_university_violations_0.2_7.wcnf,2022,wms,vio,,,49237
wb_4m8s-problem.dimacs_47.filtered.wcnf,2022,ms,circuit-debug,,,204901
wb_4m8s-problem.dimacs_49.filtered.wcnf,2020,ms,circuit-debug,2781876,8812799,212314
wb_4m8s4.dimacs.filtered.wcnf,2020,ms,circuit-debug,462440,1759150,40623
wcn.adult_train_3_DNF_1_5.wcnf,2022,wms,phylogenetics,,,2667
wcn.heart_train_2_CNF_5_10.wcnf,2022,wms,phylogenetics,,,128
wcn.heart_train_6_DNF_3_1.wcnf,2022,ms,phylogenetics,,,82
wcn.heart_train_6_DNF_5_5.wcnf,2022,wms,phylogenetics,,,143
wcn.ionosphere_train_8_CNF_4_1.wcnf,2022,ms,phylogenetics,,,332
wcn.ionosphere_train_8_DNF_5_1.wcnf,2022,ms,phylogenetics,,,577
wcn.tictactoe_train_7_DNF_4_1.wcnf,2022,ms,phylogenetics,,,342
wcn.titanic_train_7_CNF_5_15.wcnf,2022,wms,phylogenetics,,,399
wcn.titanic_train_8_CNF_5_10.wcnf,2022,wms,phylogenetics,,,399
wcn.toms_test_4_CNF_3_1.wcnf,2022,ms,phylogenetics,,,9767
wdbc_train_7_DNF_5_1.wcnf,2020,ms,wdbc,1908,28539,610
wdbc_train_9_DNF_5_10.wcnf,2021,wms,wdbc,1908,28539,638
we.wcnf,2022,ms,other,,,204449
web-wikipedia2009.wcnf,2022,wms,web,,,108014
wei.MultiDay_1_weighted.wcnf,2022,ms,misc-planning,,,18893
wei.MultiDay_2_weighted.wcnf,2022,wms,misc-planning,,,41062
wei.MultiDay_3_weighted.wcnf,2022,wms,misc-planning,,,69986
wei.MultiDay_4_weighted.wcnf,2022,wms,misc-planning,,,104783
wei.SingleDay_15_weighted.wcnf,2022,wms,misc-planning,,,16604
wei.SingleDay_37_weighted.wcnf,2022,wms,misc-planning,,,191499
wg2.wcnf,2022,wms,wg2,,,78218
xai-mindset2-australian.wcnf,2024,ms,decision-tree,,,46560
xai-mindset2-bnn-last-layer-f10.wcnf,2023,ms,decision-tree,,,9009
xai-mindset2-bupa.wcnf,2023,ms,decision-tree,,,10441
xai-mindset2-cleve.wcnf,2023,ms,decision-tree,,,7325
xai-mindset2-cleveland-nominal.wcnf,2024,ms,decision-tree,,,1532
xai-mindset2-colic.wcnf,2024,ms,decision-tree,,,16654
xai-mindset2-ecoli.wcnf,2024,ms,decision-tree,,,11279
xai-mindset2-heart-h.wcnf,2023,ms,decision-tree,,,9064
xai-mindset2-house-votes-84.wcnf,2024,ms,decision-tree,,,1412
xai-mindset2-lymphography.wcnf,2024,ms,decision-tree,,,1298
xai-mindset2-postoperative-patient-data.wcnf,2023,ms,decision-tree,,,608
xai-mindset2-shuttleM.wcnf,2023,ms,decision-tree,,,647174
xai-mindset2-soybean.wcnf,2023,ms,decision-tree,,,26518
